gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
CES5A	ENSG00000159398.15	ENST00000521992.5	147	1815	2258	1961
DEUP1	ENSG00000165325.13	ENST00000298050.7	101	1815	2664	1915
ENTPD7	ENSG00000198018.6	ENST00000370489.4	179	1815	3550	1993
PRSS56	ENSG00000237412.6	ENST00000449534.6	137	1815	2157	1951
P4HA3	ENSG00000149380.11	ENST00000427714.2	30	1815	2248	1844
BIRC3	ENSG00000023445.13	ENST00000615299.4	236	1815	4342	2050
PTGS2	ENSG00000073756.11	ENST00000367468.9	138	1815	4514	1952
BEST1	ENSG00000167995.15	ENST00000449131.6	87	1815	4267	1901
NTN1	ENSG00000065320.8	ENST00000173229.6	108	1815	5954	1922
ZSCAN12	ENSG00000158691.14	ENST00000396827.3	144	1815	3909	1958
KLHL15	ENSG00000174010.9	ENST00000328046.8	257	1815	6272	2071
ERV3-1	ENSG00000213462.4	ENST00000394323.2	502	1815	2719	2316
STXBP1	ENSG00000136854.20	ENST00000373302.7	198	1812	3967	2009
MTM1	ENSG00000171100.14	ENST00000370396.6	55	1812	3593	1866
NR2C1	ENSG00000120798.16	ENST00000333003.9	332	1812	4143	2143
GALNT10	ENSG00000164574.15	ENST00000297107.10	138	1812	5961	1949
METTL25	ENSG00000127720.7	ENST00000248306.7	70	1812	2093	1881
FAM189A2	ENSG00000135063.19	ENST00000303068.13	89	1812	2648	1900
GALNT9	ENSG00000182870.12	ENST00000328957.12	1	1812	2410	1812
PLK1	ENSG00000166851.14	ENST00000300093.8	112	1812	2227	1923
MMP17	ENSG00000198598.6	ENST00000360564.5	103	1812	2411	1914
GPC3	ENSG00000147257.13	ENST00000394299.6	198	1812	2379	2009
HAUS3	ENSG00000214367.7	ENST00000443786.2	533	1812	2430	2344
ZNF169	ENSG00000175787.16	ENST00000395395.6	91	1812	1986	1902
FBXO46	ENSG00000177051.5	ENST00000317683.3	135	1812	3001	1946
MT-ND5	ENSG00000198786.2	ENST00000361567.2	1	1812	1812	1812
GLS2	ENSG00000135423.12	ENST00000311966.8	280	1809	2623	2088
EBF4	ENSG00000088881.20	ENST00000609451.5	73	1809	2012	1881
SLC47A2	ENSG00000180638.17	ENST00000325411.9	52	1809	2258	1860
PPP2R5D	ENSG00000112640.14	ENST00000485511.5	180	1809	3044	1988
A1CF	ENSG00000148584.14	ENST00000395489.6	401	1809	9517	2209
ZMYND11	ENSG00000015171.19	ENST00000397962.8	342	1809	2150	2150
LRRC40	ENSG00000066557.5	ENST00000370952.3	81	1809	2884	1889
SLC6A13	ENSG00000010379.15	ENST00000343164.8	54	1809	2185	1862
SLC23A1	ENSG00000170482.16	ENST00000353963.7	40	1809	2303	1848
SLC13A3	ENSG00000158296.13	ENST00000279027.8	20	1809	4017	1828
GTPBP2	ENSG00000172432.18	ENST00000307126.9	1	1809	2933	1809
NT5C1B-RDH14	ENSG00000250741.6	ENST00000532967.5	95	1809	2142	1903
PDLIM2	ENSG00000120913.23	ENST00000308354.11	40	1809	2236	1848
TBX15	ENSG00000092607.14	ENST00000369429.4	554	1809	4047	2362
ZNF559	ENSG00000188321.13	ENST00000587557.5	408	1809	2991	2216
MEGF9	ENSG00000106780.8	ENST00000373930.3	113	1809	6298	1921
BCHE	ENSG00000114200.9	ENST00000264381.7	168	1809	2454	1976
CKAP4	ENSG00000136026.13	ENST00000378026.4	138	1809	3093	1946
CDK5RAP1	ENSG00000101391.20	ENST00000357886.8	155	1806	2164	1960
TRIP10	ENSG00000125733.17	ENST00000313244.13	36	1806	2153	1841
TOP1MT	ENSG00000184428.12	ENST00000329245.8	36	1806	1958	1841
GALNTL6	ENSG00000174473.15	ENST00000506823.5	658	1806	3922	2463
ESCO2	ENSG00000171320.14	ENST00000305188.12	239	1806	3922	2044
HMGXB4	ENSG00000100281.13	ENST00000216106.5	129	1806	4047	1934
UBQLN4	ENSG00000160803.7	ENST00000368309.3	94	1806	3576	1899
C1orf116	ENSG00000182795.12	ENST00000359470.5	251	1806	5493	2056
ZNF90	ENSG00000213988.10	ENST00000418063.2	113	1806	2310	1918
KBTBD8	ENSG00000163376.11	ENST00000417314.2	50	1806	4680	1855
DYRK2	ENSG00000127334.10	ENST00000344096.3	414	1806	8912	2219
KIAA1328	ENSG00000150477.14	ENST00000587139.5	1	1805	3256	1805
Z82190.2	ENSG00000285404.1	ENST00000646701.1	24	1803	1914	1826
GPR107	ENSG00000148358.19	ENST00000372406.5	508	1803	7353	2310
IFT74	ENSG00000096872.16	ENST00000443698.5	172	1803	2163	1974
MYEF2	ENSG00000104177.17	ENST00000324324.11	281	1803	10360	2083
MLPH	ENSG00000115648.13	ENST00000264605.7	295	1803	3823	2097
PRODH	ENSG00000100033.16	ENST00000610940.4	205	1803	2405	2007
CCDC148	ENSG00000153237.17	ENST00000409187.5	152	1803	2523	1954
DDX55	ENSG00000111364.15	ENST00000238146.8	51	1803	2654	1853
CTIF	ENSG00000134030.13	ENST00000382998.8	258	1803	4407	2060
DCAF15	ENSG00000132017.10	ENST00000254337.10	22	1803	2278	1824
KLHL24	ENSG00000114796.15	ENST00000454652.6	387	1803	7380	2189
ST6GALNAC1	ENSG00000070526.14	ENST00000156626.11	201	1803	2570	2003
KRT84	ENSG00000161849.3	ENST00000257951.3	68	1803	2092	1870
ZNF543	ENSG00000178229.7	ENST00000321545.4	346	1803	3659	2148
MED26	ENSG00000105085.10	ENST00000263390.7	264	1803	3174	2066
LMOD1	ENSG00000163431.12	ENST00000367288.4	248	1803	3970	2050
DCAF8L1	ENSG00000226372.3	ENST00000441525.3	116	1803	3457	1918
ABCE1	ENSG00000164163.10	ENST00000296577.8	516	1800	3921	2315
IMPDH1	ENSG00000106348.17	ENST00000338791.10	352	1800	2881	2151
NUP58	ENSG00000139496.15	ENST00000381736.7	251	1800	4332	2050
AFM	ENSG00000079557.4	ENST00000226355.4	94	1800	2059	1893
PHF19	ENSG00000119403.14	ENST00000616568.5	68	1800	4113	1867
NELFCD	ENSG00000101158.13	ENST00000602795.5	49	1800	2305	1848
DDX52	ENSG00000278053.4	ENST00000617633.4	45	1800	6362	1844
SLC34A3	ENSG00000198569.9	ENST00000538474.5	225	1800	2162	2024
IL18RAP	ENSG00000115607.9	ENST00000264260.6	590	1800	2773	2389
SPATA7	ENSG00000042317.16	ENST00000393545.8	290	1800	2123	2089
DACH2	ENSG00000126733.20	ENST00000373125.8	1	1800	2232	1800
TOR1AIP1	ENSG00000143337.18	ENST00000271583.7	207	1800	3044	2006
PTGS1	ENSG00000095303.15	ENST00000614910.5	81	1800	5039	1880
ANAPC7	ENSG00000196510.12	ENST00000455511.7	2	1800	3045	1801
ZC3H12A	ENSG00000163874.10	ENST00000373087.6	117	1800	2684	1916
ZNF530	ENSG00000183647.10	ENST00000332854.10	221	1800	2962	2020
ARSJ	ENSG00000180801.13	ENST00000315366.7	868	1800	4657	2667
CENPB	ENSG00000125817.7	ENST00000379751.4	208	1800	2840	2007
CDC45	ENSG00000093009.9	ENST00000437685.6	144	1797	2072	1940
POLA2	ENSG00000014138.8	ENST00000265465.7	532	1797	3744	2328
IQCB1	ENSG00000173226.16	ENST00000310864.10	216	1797	2594	2012
LILRB2	ENSG00000131042.14	ENST00000391749.4	273	1797	2286	2069
CACNB1	ENSG00000067191.15	ENST00000394303.7	209	1797	3742	2005
GALNT17	ENSG00000185274.11	ENST00000333538.9	635	1797	3884	2431
FBXW8	ENSG00000174989.12	ENST00000309909.9	83	1797	2343	1879
CDYL	ENSG00000153046.17	ENST00000328908.9	132	1797	3419	1928
NR4A2	ENSG00000153234.13	ENST00000409572.5	436	1797	2878	2232
EFCC1	ENSG00000114654.7	ENST00000436022.2	1	1797	2691	1797
PANK1	ENSG00000152782.16	ENST00000307534.8	271	1797	6976	2067
C1orf94	ENSG00000142698.14	ENST00000488417.1	121	1797	2287	1917
GPI	ENSG00000105220.15	ENST00000415930.8	171	1794	4341	1964
UTP6	ENSG00000108651.9	ENST00000261708.8	139	1794	4392	1932
CEP70	ENSG00000114107.8	ENST00000264982.7	268	1794	2732	2061
RNGTT	ENSG00000111880.15	ENST00000369485.8	313	1794	4553	2106
SLC9A8	ENSG00000197818.11	ENST00000417961.5	211	1794	6309	2004
BRD9	ENSG00000028310.17	ENST00000467963.5	168	1794	2156	1961
CDC23	ENSG00000094880.10	ENST00000394886.6	32	1794	3155	1825
KLHL2	ENSG00000109466.13	ENST00000514860.5	251	1794	2442	2044
CSTF2	ENSG00000101811.13	ENST00000415585.6	59	1794	2074	1852
PTPN11	ENSG00000179295.17	ENST00000635625.1	1	1794	1794	1794
DCAF8	ENSG00000132716.18	ENST00000368073.7	436	1794	4106	2229
FRMD3	ENSG00000172159.15	ENST00000304195.7	208	1794	5297	2001
MPP2	ENSG00000108852.14	ENST00000518766.5	58	1794	1896	1851
BIN2	ENSG00000110934.10	ENST00000615107.4	1	1794	2255	1794
C4BPA	ENSG00000123838.10	ENST00000367070.7	195	1794	2243	1988
DCAF13	ENSG00000164934.13	ENST00000297579.9	278	1794	2642	2071
GAN	ENSG00000261609.6	ENST00000568107.3	168	1794	15249	1961
UNC93B1	ENSG00000110057.7	ENST00000227471.6	81	1794	2316	1874
ZNF285	ENSG00000267508.5	ENST00000591679.5	52	1794	2388	1845
KLHL21	ENSG00000162413.16	ENST00000377658.8	53	1794	4487	1846
PRKCI	ENSG00000163558.12	ENST00000295797.4	306	1791	4950	2096
EBF3	ENSG00000108001.13	ENST00000355311.9	74	1791	2993	1864
TKTL1	ENSG00000007350.16	ENST00000369915.7	190	1791	2642	1980
MYLK2	ENSG00000101306.10	ENST00000375985.4	105	1791	2787	1895
IRAK3	ENSG00000090376.10	ENST00000261233.8	422	1791	8663	2212
NET1	ENSG00000173848.18	ENST00000355029.8	143	1791	3402	1933
CEACAM20	ENSG00000273777.4	ENST00000614924.4	17	1791	1809	1807
EEFSEC	ENSG00000132394.10	ENST00000254730.10	55	1791	2232	1845
OTOP3	ENSG00000182938.5	ENST00000580749.2	1	1791	1791	1791
HSF5	ENSG00000176160.10	ENST00000323777.7	111	1791	4094	1901
LZTS1	ENSG00000061337.15	ENST00000381569.5	359	1791	5706	2149
SNX9	ENSG00000130340.15	ENST00000392185.7	172	1788	4198	1959
NF2	ENSG00000186575.17	ENST00000338641.8	442	1788	6025	2229
POF1B	ENSG00000124429.17	ENST00000373145.3	121	1788	1972	1908
TNFRSF8	ENSG00000120949.14	ENST00000263932.6	223	1788	3686	2010
SLC13A1	ENSG00000081800.8	ENST00000194130.6	41	1788	3815	1828
CERCAM	ENSG00000167123.18	ENST00000372838.8	399	1788	2685	2186
NPNT	ENSG00000168743.12	ENST00000427316.6	213	1788	2481	2000
P2RX7	ENSG00000089041.16	ENST00000328963.9	144	1788	5161	1931
CCDC151	ENSG00000198003.11	ENST00000356392.8	89	1788	2107	1876
GBP3	ENSG00000117226.11	ENST00000370481.8	222	1788	3067	2009
ESR1	ENSG00000091831.23	ENST00000440973.5	371	1788	6466	2158
PRDM6	ENSG00000061455.10	ENST00000407847.4	415	1788	9267	2202
SIGLEC12	ENSG00000254521.6	ENST00000291707.7	57	1788	2121	1844
ZNF317	ENSG00000130803.14	ENST00000247956.10	306	1788	4073	2093
GATA6	ENSG00000141448.8	ENST00000269216.7	278	1788	3770	2065
ZNF467	ENSG00000181444.12	ENST00000302017.3	415	1788	2553	2202
ZNF440	ENSG00000171295.12	ENST00000304060.9	165	1788	4189	1952
ZNF85	ENSG00000105750.14	ENST00000328178.12	114	1788	2296	1901
EPS8L3	ENSG00000198758.10	ENST00000369805.7	231	1785	2325	2015
GLMN	ENSG00000174842.16	ENST00000370360.7	83	1785	1995	1867
FIP1L1	ENSG00000145216.15	ENST00000337488.10	195	1785	2198	1979
GAD1	ENSG00000128683.13	ENST00000358196.7	551	1785	3604	2335
MTA3	ENSG00000057935.13	ENST00000405094.1	1	1785	1785	1785
SETD3	ENSG00000183576.12	ENST00000331768.9	161	1785	2878	1945
NOP56	ENSG00000101361.16	ENST00000329276.9	517	1785	2400	2301
SHC3	ENSG00000148082.9	ENST00000375835.8	308	1785	9768	2092
AMDHD2	ENSG00000162066.15	ENST00000413459.7	70	1785	2049	1854
SLC22A14	ENSG00000144671.10	ENST00000448498.5	43	1785	1827	1827
CCDC36	ENSG00000173421.16	ENST00000296449.9	388	1785	2613	2172
CHDH	ENSG00000016391.10	ENST00000315251.10	439	1785	7665	2223
ARID5A	ENSG00000196843.15	ENST00000357485.7	79	1785	2188	1863
ZNF416	ENSG00000083817.8	ENST00000196489.3	224	1785	2561	2008
ZBED8	ENSG00000221886.3	ENST00000523213.1	522	1785	2484	2306
FAM71A	ENSG00000162771.7	ENST00000294829.4	405	1785	2305	2189
CPNE5	ENSG00000124772.11	ENST00000244751.6	626	1782	3897	2407
PDE9A	ENSG00000160191.17	ENST00000291539.10	61	1782	2058	1842
BIN1	ENSG00000136717.14	ENST00000316724.9	413	1782	2693	2194
BBS1	ENSG00000174483.19	ENST00000318312.11	52	1782	3423	1833
MIGA2	ENSG00000148343.18	ENST00000358369.8	227	1782	3637	2008
PTH1R	ENSG00000160801.13	ENST00000449590.5	204	1782	2123	1985
MTF2	ENSG00000143033.17	ENST00000370298.8	290	1782	4125	2071
PTPN9	ENSG00000169410.9	ENST00000618819.4	514	1782	7813	2295
GRN	ENSG00000030582.17	ENST00000053867.7	257	1782	2342	2038
TEPSIN	ENSG00000167302.10	ENST00000637944.1	1	1782	1782	1782
GATAD2B	ENSG00000143614.9	ENST00000368655.4	245	1782	7478	2026
COASY	ENSG00000068120.14	ENST00000590958.5	126	1782	1976	1907
ARSD	ENSG00000006756.15	ENST00000381154.5	77	1782	5159	1858
ARID3A	ENSG00000116017.10	ENST00000263620.7	291	1782	5941	2072
ELF2	ENSG00000109381.19	ENST00000379550.5	231	1782	3278	2012
RBM47	ENSG00000163694.14	ENST00000295971.11	709	1782	4056	2490
ZNF284	ENSG00000186026.6	ENST00000421176.3	217	1782	4351	1998
LINGO4	ENSG00000213171.2	ENST00000368820.3	939	1782	3379	2720
MARS2	ENSG00000247626.4	ENST00000282276.7	38	1782	3019	1819
STXBP3	ENSG00000116266.10	ENST00000370008.3	51	1779	2478	1829
PRKCZ	ENSG00000067606.16	ENST00000378567.7	162	1779	2326	1940
ATIC	ENSG00000138363.14	ENST00000236959.13	327	1779	2213	2105
TAF15	ENSG00000270647.5	ENST00000605844.5	116	1779	2191	1894
CANX	ENSG00000127022.14	ENST00000247461.8	201	1779	4260	1979
SPPL2B	ENSG00000005206.16	ENST00000613503.4	81	1779	3456	1859
TCTN1	ENSG00000204852.15	ENST00000397659.8	20	1779	1885	1798
CDKL3	ENSG00000006837.11	ENST00000265334.8	120	1779	2130	1898
BRAP	ENSG00000089234.15	ENST00000419234.8	195	1779	4026	1973
HPSE2	ENSG00000172987.12	ENST00000370552.7	61	1779	2295	1839
GBP1	ENSG00000117228.9	ENST00000370473.4	221	1779	3035	1999
SLC6A20	ENSG00000163817.15	ENST00000358525.8	117	1779	5423	1895
TSKS	ENSG00000126467.10	ENST00000246801.7	84	1779	1883	1862
TGFBR2	ENSG00000163513.17	ENST00000359013.4	284	1779	4605	2062
RNF180	ENSG00000164197.11	ENST00000389100.8	73	1779	4906	1851
ZNF570	ENSG00000171827.10	ENST00000586475.5	120	1779	1985	1898
PROX2	ENSG00000119608.12	ENST00000556489.3	1	1779	3878	1779
PGBD2	ENSG00000185220.11	ENST00000329291.5	148	1779	2136	1926
TTLL2	ENSG00000120440.14	ENST00000239587.9	89	1779	2075	1867
LINGO3	ENSG00000220008.3	ENST00000585527.1	249	1779	2241	2027
CTPS1	ENSG00000171793.14	ENST00000649124.1	281	1776	2947	2056
ZWILCH	ENSG00000174442.11	ENST00000307897.9	381	1776	3960	2156
EBF1	ENSG00000164330.16	ENST00000313708.10	284	1776	5250	2059
NADK	ENSG00000008130.15	ENST00000378625.5	206	1776	3653	1981
CFI	ENSG00000205403.13	ENST00000394635.7	81	1776	2053	1856
LILRB5	ENSG00000105609.16	ENST00000449561.2	72	1776	2137	1847
C8B	ENSG00000021852.12	ENST00000371237.8	68	1776	2037	1843
PAK4	ENSG00000130669.17	ENST00000593690.5	428	1776	3025	2203
GBP2	ENSG00000162645.12	ENST00000370466.3	270	1776	2220	2045
SLC19A1	ENSG00000173638.18	ENST00000311124.8	154	1776	3811	1929
SPATC1	ENSG00000186583.11	ENST00000377470.7	103	1776	2007	1878
LRRTM4	ENSG00000176204.13	ENST00000409911.5	225	1776	2976	2000
TIGD1	ENSG00000221944.7	ENST00000408957.5	711	1776	2623	2486
FZD9	ENSG00000188763.4	ENST00000344575.4	226	1776	2338	2001
GDPD2	ENSG00000130055.13	ENST00000453994.6	362	1773	2438	2134
SLC11A2	ENSG00000110911.15	ENST00000394904.8	243	1773	4348	2015
GRK5	ENSG00000198873.11	ENST00000392870.2	330	1773	2654	2102
ANKRD13A	ENSG00000076513.16	ENST00000261739.8	167	1773	4148	1939
STIP1	ENSG00000168439.16	ENST00000358794.9	554	1773	2743	2326
SELENON	ENSG00000162430.16	ENST00000361547.6	56	1773	4334	1828
NPAS1	ENSG00000130751.9	ENST00000602212.5	221	1773	2117	1993
SYT3	ENSG00000213023.10	ENST00000593901.5	556	1773	2836	2328
ARSF	ENSG00000062096.14	ENST00000381127.5	222	1773	2164	1994
C7orf31	ENSG00000153790.11	ENST00000283905.7	664	1773	2673	2436
KRT5	ENSG00000186081.11	ENST00000252242.8	392	1773	2531	2164
SLAIN1	ENSG00000139737.21	ENST00000418532.5	61	1773	2855	1833
ZNF578	ENSG00000258405.9	ENST00000421239.6	245	1773	2017	2017
CHRM3	ENSG00000133019.11	ENST00000255380.8	780	1773	8780	2552
SBSN	ENSG00000189001.10	ENST00000452271.6	30	1773	1945	1802
PWWP2B	ENSG00000171813.13	ENST00000305233.5	60	1773	2651	1832
ZNF703	ENSG00000183779.6	ENST00000331569.5	230	1773	3349	2002
FARSB	ENSG00000116120.9	ENST00000281828.6	265	1770	3369	2034
SENP2	ENSG00000163904.12	ENST00000296257.9	241	1770	5717	2010
GRK6	ENSG00000198055.10	ENST00000528793.5	4	1770	2571	1773
LARP7	ENSG00000174720.15	ENST00000509061.5	304	1770	2332	2073
TM9SF3	ENSG00000077147.15	ENST00000371142.8	218	1770	6141	1987
PPP2R1A	ENSG00000105568.17	ENST00000322088.10	59	1770	5380	1828
HNRNPL	ENSG00000104824.17	ENST00000221419.9	368	1770	2471	2137
SLC17A8	ENSG00000179520.10	ENST00000323346.9	314	1770	3983	2083
PLBD2	ENSG00000151176.7	ENST00000280800.4	32	1770	4800	1801
UBQLN1	ENSG00000135018.13	ENST00000376395.8	525	1770	4118	2294
IL4I1	ENSG00000104951.15	ENST00000595948.5	622	1770	2407	2391
FAM117B	ENSG00000138439.11	ENST00000392238.2	1	1770	5763	1770
ZBTB46	ENSG00000130584.10	ENST00000302995.2	182	1770	2335	1951
CLEC4F	ENSG00000152672.7	ENST00000272367.6	78	1770	2475	1847
CSRNP1	ENSG00000144655.14	ENST00000273153.9	179	1770	3148	1948
TAF5L	ENSG00000135801.9	ENST00000258281.6	167	1770	3112	1936
ENC1	ENSG00000171617.13	ENST00000618628.4	1269	1770	5657	3038
KLHL25	ENSG00000183655.12	ENST00000337975.5	276	1770	3758	2045
EGR4	ENSG00000135625.7	ENST00000545030.1	76	1770	2372	1845
NME8	ENSG00000086288.11	ENST00000199447.8	373	1767	2312	2139
CAMKK2	ENSG00000110931.18	ENST00000324774.9	830	1767	5598	2596
TAF1B	ENSG00000115750.16	ENST00000263663.9	189	1767	2387	1955
PES1	ENSG00000100029.17	ENST00000354694.11	108	1767	2295	1874
DAB1	ENSG00000173406.15	ENST00000371231.5	36	1767	1802	1802
ASB15	ENSG00000146809.12	ENST00000451558.5	522	1767	4788	2288
PTBP1	ENSG00000011304.19	ENST00000635647.1	424	1767	3691	2190
SPATS2L	ENSG00000196141.13	ENST00000619961.4	124	1767	6115	1890
TCF7L1	ENSG00000152284.4	ENST00000282111.3	276	1767	2968	2042
GPNMB	ENSG00000136235.16	ENST00000647578.1	113	1767	2751	1879
CPSF6	ENSG00000111605.17	ENST00000266679.8	32	1767	2229	1798
TRIM29	ENSG00000137699.16	ENST00000341846.9	423	1767	3328	2189
YTHDF3	ENSG00000185728.16	ENST00000621413.4	355	1767	2370	2121
GPR162	ENSG00000250510.7	ENST00000311268.7	788	1767	2768	2554
ZNF599	ENSG00000153896.17	ENST00000329285.12	375	1767	3099	2141
C2orf81	ENSG00000284308.1	ENST00000290390.9	310	1767	2227	2076
DYRK3	ENSG00000143479.16	ENST00000367109.6	169	1767	2163	1935
CCIN	ENSG00000185972.5	ENST00000335119.3	110	1767	1941	1876
AC011455.2	ENSG00000269547.1	ENST00000599996.1	1	1765	1967	1765
SACM1L	ENSG00000211456.10	ENST00000389061.9	205	1764	3723	1968
C14orf39	ENSG00000179008.8	ENST00000321731.7	161	1764	2813	1924
RANGAP1	ENSG00000100401.19	ENST00000405486.5	714	1764	3469	2477
KLHL3	ENSG00000146021.14	ENST00000309755.8	445	1764	6806	2208
FPGS	ENSG00000136877.14	ENST00000373247.6	51	1764	2279	1814
CCDC9	ENSG00000105321.13	ENST00000643617.1	159	1764	2163	1922
GGT5	ENSG00000099998.17	ENST00000398292.3	335	1764	2408	2098
ASB14	ENSG00000239388.8	ENST00000389601.3	122	1764	3175	1885
ALAS2	ENSG00000158578.20	ENST00000330807.9	139	1764	2027	1902
LRRC63	ENSG00000173988.12	ENST00000446175.5	351	1764	2114	2114
GAB3	ENSG00000160219.11	ENST00000424127.2	53	1764	2028	1816
ZNF496	ENSG00000162714.12	ENST00000294753.8	466	1764	5336	2229
FLAD1	ENSG00000160688.18	ENST00000292180.7	323	1764	2160	2086
MAPK4	ENSG00000141639.11	ENST00000400384.6	1037	1764	4770	2800
NACC2	ENSG00000148411.7	ENST00000277554.3	157	1764	6899	1920
LRRC15	ENSG00000172061.8	ENST00000428839.1	114	1764	3248	1877
IRF2BP2	ENSG00000168264.10	ENST00000366609.3	32	1764	4663	1795
CTPS2	ENSG00000047230.14	ENST00000443824.5	745	1761	4319	2505
SLC47A1	ENSG00000142494.13	ENST00000395585.5	61	1761	1998	1821
PTGES3L-AARSD1	ENSG00000108825.17	ENST00000409399.5	219	1761	2042	1979
SLU7	ENSG00000164609.9	ENST00000297151.8	389	1761	3793	2149
CHEK2	ENSG00000183765.21	ENST00000382580.6	77	1761	1971	1837
CTU2	ENSG00000174177.12	ENST00000567949.5	10	1761	1905	1770
ACSM3	ENSG00000005187.11	ENST00000289416.9	476	1761	2845	2236
EZR	ENSG00000092820.17	ENST00000367075.3	170	1761	3096	1930
CRY1	ENSG00000008405.11	ENST00000008527.9	869	1761	3267	2629
CLHC1	ENSG00000162994.15	ENST00000401408.5	347	1761	2248	2107
SEPT9	ENSG00000184640.17	ENST00000427177.5	127	1761	3821	1887
TCERG1L	ENSG00000176769.9	ENST00000368642.4	87	1761	2618	1847
TMPRSS13	ENSG00000137747.15	ENST00000445164.6	75	1761	2361	1835
LMNB1	ENSG00000113368.11	ENST00000261366.9	362	1761	2878	2122
KLHL7	ENSG00000122550.17	ENST00000339077.9	244	1761	5620	2004
GBP5	ENSG00000154451.14	ENST00000370459.7	129	1761	2011	1889
ZNF92	ENSG00000146757.13	ENST00000328747.11	200	1761	3210	1960
MFSD6L	ENSG00000185156.5	ENST00000329805.5	230	1761	2188	1990
DENND6B	ENSG00000205593.11	ENST00000413817.7	73	1758	4939	1830
GAD2	ENSG00000136750.12	ENST00000259271.7	146	1758	2462	1903
ABHD14A-ACY1	ENSG00000114786.16	ENST00000637978.1	1	1758	1758	1758
ST7	ENSG00000004866.20	ENST00000265437.9	215	1758	2899	1972
CD96	ENSG00000153283.12	ENST00000283285.9	132	1758	4324	1889
EIF2A	ENSG00000144895.11	ENST00000460851.5	110	1758	2198	1867
APPBP2	ENSG00000062725.9	ENST00000083182.7	289	1758	6478	2046
HEXDC	ENSG00000169660.16	ENST00000337014.10	475	1758	2285	2232
IKZF4	ENSG00000123411.14	ENST00000262032.9	368	1758	5229	2125
PRR14	ENSG00000156858.11	ENST00000300835.8	312	1758	2198	2069
SWAP70	ENSG00000133789.14	ENST00000318950.10	104	1758	4882	1861
WSCD2	ENSG00000075035.9	ENST00000549903.1	1	1758	3534	1758
SMOX	ENSG00000088826.17	ENST00000621355.4	226	1758	2322	1983
FAM151A	ENSG00000162391.11	ENST00000302250.6	162	1758	2005	1919
LGALS3BP	ENSG00000108679.12	ENST00000262776.7	310	1758	2405	2067
ZNF614	ENSG00000142556.18	ENST00000270649.10	546	1758	4818	2303
KLHL28	ENSG00000179454.13	ENST00000355081.3	205	1758	2177	1962
KCNC1	ENSG00000129159.7	ENST00000265969.7	1215	1758	4295	2972
HAS1	ENSG00000105509.10	ENST00000601714.5	14	1758	2086	1771
ZNF732	ENSG00000186777.11	ENST00000419098.5	12	1758	2193	1769
FZD5	ENSG00000163251.3	ENST00000295417.3	555	1758	6708	2312
IVL	ENSG00000163207.6	ENST00000368764.3	65	1758	2153	1822
PGBD4	ENSG00000182405.5	ENST00000397766.3	460	1758	6612	2217
SLC8B1	ENSG00000089060.11	ENST00000552014.5	517	1755	3289	2271
ME2	ENSG00000082212.12	ENST00000321341.10	588	1755	9415	2342
GNS	ENSG00000135677.10	ENST00000543646.5	131	1755	2164	1885
EIF2D	ENSG00000143486.15	ENST00000271764.6	118	1755	2005	1872
AGFG1	ENSG00000173744.17	ENST00000409979.6	271	1755	2089	2025
CES4A	ENSG00000172824.15	ENST00000648724.1	111	1755	2476	1865
AC245033.1	ENSG00000260836.2	ENST00000562833.2	245	1755	2012	1999
PDILT	ENSG00000169340.9	ENST00000302451.8	250	1755	2153	2004
SHC1	ENSG00000160691.18	ENST00000448116.6	222	1755	3481	1976
BCAS1	ENSG00000064787.13	ENST00000395961.7	168	1755	3303	1922
PGM1	ENSG00000079739.16	ENST00000650546.1	79	1755	2423	1833
BTN3A3	ENSG00000111801.15	ENST00000244519.6	244	1755	3002	1998
C8A	ENSG00000157131.10	ENST00000361249.3	97	1755	2356	1851
POTED	ENSG00000166351.10	ENST00000299443.5	53	1755	1826	1807
FAM20C	ENSG00000177706.8	ENST00000313766.5	232	1755	2751	1986
IPP	ENSG00000197429.10	ENST00000396478.3	104	1755	3113	1858
KRT10	ENSG00000186395.7	ENST00000269576.5	11	1755	2124	1765
ZNF677	ENSG00000197928.10	ENST00000598513.5	152	1755	3497	1906
ZBTB7A	ENSG00000178951.8	ENST00000601588.1	319	1755	2083	2073
IRF2BP1	ENSG00000170604.4	ENST00000302165.4	397	1755	2564	2151
RALGPS2	ENSG00000116191.17	ENST00000367635.7	339	1752	5834	2090
ALCAM	ENSG00000170017.12	ENST00000306107.9	501	1752	4701	2252
PARP2	ENSG00000129484.13	ENST00000250416.9	28	1752	1886	1779
TREH	ENSG00000118094.11	ENST00000264029.8	47	1752	2771	1798
TTC39C	ENSG00000168234.12	ENST00000317571.7	237	1752	2442	1988
ATL2	ENSG00000119787.13	ENST00000378954.8	3	1752	2868	1754
NUDCD1	ENSG00000120526.10	ENST00000239690.8	376	1752	4217	2127
STS	ENSG00000101846.6	ENST00000217961.4	221	1752	6521	1972
EME1	ENSG00000154920.14	ENST00000393271.6	83	1752	2354	1834
KIAA0391	ENSG00000100890.15	ENST00000534898.8	361	1752	2611	2112
LRRC47	ENSG00000130764.9	ENST00000378251.2	29	1752	4310	1780
KLHL35	ENSG00000149243.15	ENST00000539798.1	1	1752	1936	1752
RBFOX1	ENSG00000078328.20	ENST00000641259.1	86	1749	3651	1834
GNL3L	ENSG00000130119.15	ENST00000360845.2	226	1749	2135	1974
