gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
Igf2bp1	ENSMUSG00000013415.10	ENSMUST00000013559.3	308	1734	8378	2041
Msn	ENSMUSG00000031207.17	ENSMUST00000117399.2	191	1734	3842	1924
Ceacam20	ENSMUSG00000070777.6	ENSMUST00000094753.6	77	1734	2888	1810
Zup1	ENSMUSG00000039531.9	ENSMUST00000218055.2	261	1734	2180	1994
Edem2	ENSMUSG00000038312.11	ENSMUST00000040833.5	139	1734	2290	1872
Bicdl1	ENSMUSG00000041609.17	ENSMUST00000055408.13	63	1734	3026	1796
Lgals3bp	ENSMUSG00000033880.12	ENSMUST00000043722.10	330	1734	2330	2063
Bag3	ENSMUSG00000030847.9	ENSMUST00000033136.9	244	1734	2562	1977
Msl2	ENSMUSG00000066415.5	ENSMUST00000085177.5	518	1734	4889	2251
Thbd	ENSMUSG00000074743.5	ENSMUST00000099270.5	243	1734	3723	1976
Orc2	ENSMUSG00000026037.15	ENSMUST00000027198.12	398	1731	3561	2128
Mpp7	ENSMUSG00000057440.9	ENSMUST00000115869.4	245	1731	4981	1975
Slc9a8	ENSMUSG00000039463.15	ENSMUST00000047815.13	41	1731	4521	1771
Cdc25b	ENSMUSG00000027330.17	ENSMUST00000028804.15	233	1731	3089	1963
Rspry1	ENSMUSG00000050079.11	ENSMUST00000060389.10	647	1731	3852	2377
Treh	ENSMUSG00000032098.14	ENSMUST00000034609.11	29	1731	2048	1759
Pou6f1	ENSMUSG00000009739.18	ENSMUST00000073837.13	268	1731	4953	1998
Il1r1	ENSMUSG00000026072.13	ENSMUST00000027241.11	225	1731	5819	1955
Tor1aip1	ENSMUSG00000026466.17	ENSMUST00000097527.10	193	1731	4234	1923
Galnt12	ENSMUSG00000039774.13	ENSMUST00000045041.12	65	1731	2288	1795
Epn1	ENSMUSG00000035203.17	ENSMUST00000208634.2	1	1731	2127	1731
Nt5e	ENSMUSG00000032420.9	ENSMUST00000034992.8	490	1731	3995	2220
Nr1d2	ENSMUSG00000021775.12	ENSMUST00000090543.6	302	1731	4663	2032
Zfp248	ENSMUSG00000030145.15	ENSMUST00000069292.14	376	1731	3683	2106
Mex3b	ENSMUSG00000057706.8	ENSMUST00000082237.7	319	1731	3355	2049
4930447C04Rik	ENSMUSG00000021098.15	ENSMUST00000110489.9	142	1728	1988	1869
Fubp3	ENSMUSG00000026843.16	ENSMUST00000055244.13	54	1728	3648	1781
Ebf2	ENSMUSG00000022053.14	ENSMUST00000022637.14	970	1728	4352	2697
Fut8	ENSMUSG00000021065.17	ENSMUST00000177595.9	584	1728	2980	2311
Ces5a	ENSMUSG00000058019.14	ENSMUST00000212009.2	1	1728	2042	1728
Deaf1	ENSMUSG00000058886.10	ENSMUST00000211537.2	9	1728	2882	1736
Tex21	ENSMUSG00000021056.9	ENSMUST00000021453.6	303	1728	2137	2030
Tox3	ENSMUSG00000043668.14	ENSMUST00000109621.10	395	1728	3356	2122
Il10ra	ENSMUSG00000032089.17	ENSMUST00000034594.16	78	1728	3498	1805
Cnga4	ENSMUSG00000030897.6	ENSMUST00000033187.6	125	1728	2484	1852
N4bp2l2	ENSMUSG00000029655.18	ENSMUST00000118316.8	113	1728	8982	1840
Ckap4	ENSMUSG00000046841.6	ENSMUST00000167671.2	45	1728	2606	1772
Gm50092	ENSMUSG00000117477.2	ENSMUST00000234781.2	16	1728	1973	1743
Aoah	ENSMUSG00000021322.9	ENSMUST00000021757.5	282	1725	2921	2006
Grk4	ENSMUSG00000052783.17	ENSMUST00000001112.14	575	1725	2408	2299
Erich6b	ENSMUSG00000022002.3	ENSMUST00000238633.2	150	1725	1961	1874
Tmem259	ENSMUSG00000013858.15	ENSMUST00000052885.14	200	1725	2225	1924
Il1rl2	ENSMUSG00000070942.9	ENSMUST00000095020.9	200	1725	1950	1924
Gpnmb	ENSMUSG00000029816.11	ENSMUST00000031840.10	109	1725	3701	1833
Trim23	ENSMUSG00000021712.16	ENSMUST00000022225.12	85	1725	3416	1809
Pklr	ENSMUSG00000041237.13	ENSMUST00000047111.13	42	1725	2787	1766
Lmf1	ENSMUSG00000002279.20	ENSMUST00000063344.15	14	1725	1861	1738
C87436	ENSMUSG00000046679.17	ENSMUST00000050497.14	376	1725	2534	2100
Slc15a4	ENSMUSG00000029416.18	ENSMUST00000031367.15	48	1725	2732	1772
Klhl35	ENSMUSG00000035298.9	ENSMUST00000037359.9	103	1725	1954	1827
Iho1	ENSMUSG00000047220.6	ENSMUST00000076592.4	14	1725	2890	1738
Neurl1a	ENSMUSG00000006435.17	ENSMUST00000111808.11	648	1725	4158	2372
Tmem108	ENSMUSG00000042757.17	ENSMUST00000189588.7	243	1725	2850	1967
Snx33	ENSMUSG00000032733.7	ENSMUST00000050916.7	1589	1725	4571	3313
Gm30083	ENSMUSG00000115726.2	ENSMUST00000227795.2	185	1722	2005	1906
Slc47a2	ENSMUSG00000069855.10	ENSMUST00000093029.9	83	1722	2377	1804
Acsm1	ENSMUSG00000033533.15	ENSMUST00000047929.13	130	1722	2083	1851
Muc13	ENSMUSG00000022824.13	ENSMUST00000115044.8	195	1722	2969	1916
Shc2	ENSMUSG00000020312.13	ENSMUST00000020564.7	69	1722	3243	1790
Tepsin	ENSMUSG00000025377.15	ENSMUST00000093901.12	59	1722	2770	1780
Ggt5	ENSMUSG00000006344.18	ENSMUST00000072217.9	371	1722	4410	2092
Hspd1	ENSMUSG00000025980.15	ENSMUST00000027123.15	249	1722	2423	1970
Parpbp	ENSMUSG00000035365.16	ENSMUST00000048518.16	450	1722	3594	2171
Slc41a2	ENSMUSG00000034591.6	ENSMUST00000039956.6	304	1722	4742	2025
Catip	ENSMUSG00000073650.10	ENSMUST00000240719.1	28	1722	1914	1749
Fbxw5	ENSMUSG00000015095.13	ENSMUST00000015239.10	161	1722	2388	1882
Poll	ENSMUSG00000025218.7	ENSMUST00000026239.7	72	1722	2324	1793
Zfp991	ENSMUSG00000067916.10	ENSMUST00000084149.10	402	1722	2813	2123
Coil	ENSMUSG00000033983.15	ENSMUST00000036649.8	15	1722	2607	1736
Zfp820	ENSMUSG00000069743.6	ENSMUST00000232918.2	186	1722	2735	1907
Zfp354a	ENSMUSG00000020364.15	ENSMUST00000109119.8	308	1722	2078	2029
Zfp992	ENSMUSG00000070605.5	ENSMUST00000105733.3	82	1722	4550	1803
Arsi	ENSMUSG00000036412.6	ENSMUST00000040359.6	461	1722	2975	2182
Dpysl2	ENSMUSG00000022048.9	ENSMUST00000022629.9	321	1719	4520	2039
Me1	ENSMUSG00000032418.16	ENSMUST00000034989.15	204	1719	3288	1922
Chaf1b	ENSMUSG00000022945.13	ENSMUST00000117099.8	116	1719	1894	1834
Iqank1	ENSMUSG00000102018.9	ENSMUST00000187868.3	61	1719	1810	1779
Slc13a5	ENSMUSG00000020805.15	ENSMUST00000021161.14	95	1719	3329	1813
Zfp91	ENSMUSG00000024695.17	ENSMUST00000038627.9	794	1719	5531	2512
Sqle	ENSMUSG00000022351.15	ENSMUST00000022977.14	765	1719	2758	2483
Slc1a2	ENSMUSG00000005089.16	ENSMUST00000080210.10	627	1719	11595	2345
Tfe3	ENSMUSG00000000134.18	ENSMUST00000077680.10	288	1719	3277	2006
Wscd1	ENSMUSG00000020811.17	ENSMUST00000108510.2	612	1719	2956	2330
Pten	ENSMUSG00000013663.9	ENSMUST00000249247.1	442	1719	8292	2160
Krt77	ENSMUSG00000067594.7	ENSMUST00000087996.7	88	1719	2931	1806
Zfp956	ENSMUSG00000045466.19	ENSMUST00000101445.11	170	1719	2761	1888
Zfp128	ENSMUSG00000060397.7	ENSMUST00000144578.2	119	1719	3834	1837
Fzd7	ENSMUSG00000041075.9	ENSMUST00000114246.4	537	1719	4532	2255
Tmem121b	ENSMUSG00000094626.2	ENSMUST00000178687.2	54	1719	4869	1772
Ces3b	ENSMUSG00000062181.15	ENSMUST00000093221.13	21	1716	2403	1736
Ces3a	ENSMUSG00000069922.13	ENSMUST00000093222.13	21	1716	2046	1736
Apba3	ENSMUSG00000004931.12	ENSMUST00000220297.2	437	1716	2268	2152
Spata16	ENSMUSG00000039335.12	ENSMUST00000047005.11	137	1716	2022	1852
Wscd2	ENSMUSG00000063430.10	ENSMUST00000094452.4	1007	1716	4302	2722
Otud5	ENSMUSG00000031154.16	ENSMUST00000115667.10	62	1716	2708	1777
Klhl28	ENSMUSG00000020948.10	ENSMUST00000222508.2	127	1716	6459	1842
Gm35315	ENSMUSG00000109771.3	ENSMUST00000210052.3	130	1716	3565	1845
A930017K11Rik	ENSMUSG00000025727.9	ENSMUST00000162431.2	615	1716	2539	2330
Lmod3	ENSMUSG00000044086.9	ENSMUST00000095655.4	189	1716	2215	1904
Zfp358	ENSMUSG00000047264.9	ENSMUST00000061508.8	211	1716	1999	1926
Wfikkn2	ENSMUSG00000044177.5	ENSMUST00000061469.4	159	1716	3516	1874
Gm42669	ENSMUSG00000106631.3	ENSMUST00000143074.2	1	1714	3445	1714
Galnt2	ENSMUSG00000089704.10	ENSMUST00000034458.9	137	1713	4113	1849
Vps45	ENSMUSG00000015747.6	ENSMUST00000015891.6	693	1713	2637	2405
Stau2	ENSMUSG00000025920.20	ENSMUST00000054668.13	223	1713	2907	1935
Eif2d	ENSMUSG00000026427.17	ENSMUST00000068805.14	190	1713	2009	1902
Frmd5	ENSMUSG00000027238.18	ENSMUST00000110592.2	162	1713	2222	1874
Exd1	ENSMUSG00000048647.10	ENSMUST00000060009.9	769	1713	6042	2481
Larp7	ENSMUSG00000027968.12	ENSMUST00000029588.10	169	1713	2121	1881
Cybb	ENSMUSG00000015340.11	ENSMUST00000015484.10	75	1713	4752	1787
Nfib	ENSMUSG00000008575.18	ENSMUST00000050872.15	549	1713	8770	2261
Tesk2	ENSMUSG00000033985.18	ENSMUST00000045542.13	391	1713	3033	2103
Fkbp9	ENSMUSG00000029781.8	ENSMUST00000031795.8	149	1713	3009	1861
Eme1	ENSMUSG00000039055.5	ENSMUST00000039949.5	299	1713	2444	2011
Dok7	ENSMUSG00000044716.13	ENSMUST00000050709.4	73	1713	2498	1785
Slc40a1	ENSMUSG00000025993.11	ENSMUST00000027137.11	320	1713	3370	2032
Tsga10ip	ENSMUSG00000039330.6	ENSMUST00000235569.2	1	1713	1726	1713
Mkks	ENSMUSG00000027274.17	ENSMUST00000110089.9	980	1713	3178	2692
Haus3	ENSMUSG00000079555.3	ENSMUST00000060049.8	269	1713	2073	1981
Irf2bp2	ENSMUSG00000051495.9	ENSMUST00000054960.9	551	1713	5080	2263
Fzd2	ENSMUSG00000050288.7	ENSMUST00000057893.7	337	1713	3663	2049
Gpr108	ENSMUSG00000005823.10	ENSMUST00000233568.2	37	1710	2405	1746
Heatr9	ENSMUSG00000018925.4	ENSMUST00000019069.4	140	1710	1875	1849
Fam114a1	ENSMUSG00000029185.15	ENSMUST00000031080.15	83	1710	2938	1792
Nprl3	ENSMUSG00000020289.16	ENSMUST00000020530.12	168	1710	2865	1877
Mpp2	ENSMUSG00000017314.13	ENSMUST00000100398.5	75	1710	3577	1784
Gm21970	ENSMUSG00000093701.9	ENSMUST00000160764.3	39	1710	2459	1748
Mllt3	ENSMUSG00000028496.18	ENSMUST00000078090.12	270	1710	6069	1979
Slc1a7	ENSMUSG00000008932.11	ENSMUST00000238795.2	213	1710	3005	1922
Shq1	ENSMUSG00000035378.18	ENSMUST00000113312.9	97	1710	6816	1806
Siglecf	ENSMUSG00000039013.17	ENSMUST00000012798.14	105	1710	2510	1814
Eepd1	ENSMUSG00000036611.6	ENSMUST00000040677.6	512	1710	2723	2221
Vangl2	ENSMUSG00000026556.17	ENSMUST00000247845.1	347	1710	5698	2056
Thap4	ENSMUSG00000026279.15	ENSMUST00000190116.7	248	1710	5558	1957
Themis3	ENSMUSG00000024105.4	ENSMUST00000024914.4	88	1710	2544	1797
Zfp697	ENSMUSG00000050064.15	ENSMUST00000178372.2	69	1710	4703	1778
Cspg5	ENSMUSG00000032482.10	ENSMUST00000197850.5	68	1710	7868	1777
Zbtb7a	ENSMUSG00000035011.16	ENSMUST00000048128.15	442	1710	5938	2151
Wdr20	ENSMUSG00000037957.15	ENSMUST00000095410.8	38	1710	2384	1747
Slc11a2	ENSMUSG00000023030.17	ENSMUST00000023774.12	133	1707	3025	1839
Zfp523	ENSMUSG00000024220.15	ENSMUST00000002318.8	329	1707	2710	2035
Sgpl1	ENSMUSG00000020097.15	ENSMUST00000122259.8	170	1707	4102	1876
Sytl1	ENSMUSG00000028860.14	ENSMUST00000030674.8	166	1707	1951	1872
Cdkl2	ENSMUSG00000029403.15	ENSMUST00000113140.5	518	1707	2559	2224
Slc43a2	ENSMUSG00000038178.17	ENSMUST00000169547.9	345	1707	7145	2051
Ggt1	ENSMUSG00000006345.11	ENSMUST00000134503.8	261	1707	2140	1967
Nox3	ENSMUSG00000023802.5	ENSMUST00000115800.2	61	1707	1792	1767
Ppp1r16b	ENSMUSG00000037754.14	ENSMUST00000052927.11	508	1707	6685	2214
Klhl12	ENSMUSG00000026455.15	ENSMUST00000116528.2	156	1707	3277	1862
Senp3	ENSMUSG00000005204.13	ENSMUST00000005336.9	196	1707	2313	1902
Amhr2	ENSMUSG00000023047.12	ENSMUST00000023809.11	108	1707	1938	1814
Marchf8	ENSMUSG00000025702.16	ENSMUST00000123405.8	366	1707	2102	2072
Arid3b	ENSMUSG00000004661.16	ENSMUST00000171444.8	305	1707	4171	2011
Ttc22	ENSMUSG00000034919.3	ENSMUST00000047922.3	120	1707	2554	1826
Mmp21	ENSMUSG00000030981.10	ENSMUST00000033278.8	16	1707	1858	1722
Zfp583	ENSMUSG00000030443.17	ENSMUST00000108560.8	419	1707	2154	2125
Ndnf	ENSMUSG00000049001.6	ENSMUST00000054351.6	514	1707	10101	2220
Tysnd1	ENSMUSG00000020087.6	ENSMUST00000020284.5	58	1707	2286	1764
Zfp768	ENSMUSG00000047371.8	ENSMUST00000060783.7	188	1707	2356	1894
Slc30a9	ENSMUSG00000029221.16	ENSMUST00000162372.8	141	1704	5711	1844
Riok1	ENSMUSG00000021428.10	ENSMUST00000021866.10	467	1704	2738	2170
Rabggta	ENSMUSG00000040472.16	ENSMUST00000227061.2	205	1704	2882	1908
Slc47a1	ENSMUSG00000010122.15	ENSMUST00000010267.10	35	1704	2639	1738
Ces1b	ENSMUSG00000078964.3	ENSMUST00000109582.3	102	1704	1964	1805
Traf3	ENSMUSG00000021277.17	ENSMUST00000021706.11	269	1704	7060	1972
Il1rl1	ENSMUSG00000026069.16	ENSMUST00000097772.10	353	1704	5302	2056
Pgm5	ENSMUSG00000041731.14	ENSMUST00000047666.5	67	1704	3239	1770
Esr2	ENSMUSG00000021055.15	ENSMUST00000218621.2	348	1704	3342	2051
Tcp11	ENSMUSG00000062859.16	ENSMUST00000042692.13	95	1704	1989	1798
Rnf168	ENSMUSG00000014074.18	ENSMUST00000171474.2	649	1704	4460	2352
Zfp157	ENSMUSG00000036898.17	ENSMUST00000085856.12	160	1704	5312	1863
Zfp957	ENSMUSG00000071262.11	ENSMUST00000161649.9	749	1704	2751	2452
Wdr20rt	ENSMUSG00000035560.6	ENSMUST00000046331.5	249	1704	2228	1952
Gp5	ENSMUSG00000047953.8	ENSMUST00000061190.8	28	1704	2197	1731
Cdc45	ENSMUSG00000000028.16	ENSMUST00000000028.14	314	1701	2143	2014
Prkag2	ENSMUSG00000028944.15	ENSMUST00000030784.14	519	1701	3331	2219
Rnf220	ENSMUSG00000028677.20	ENSMUST00000030439.15	488	1701	3029	2188
Elp3	ENSMUSG00000022031.7	ENSMUST00000022609.7	76	1701	2851	1776
Lctl	ENSMUSG00000032401.16	ENSMUST00000034969.14	274	1701	2171	1974
Meiosin	ENSMUSG00000085601.8	ENSMUST00000141380.3	192	1701	1892	1892
Mcoln2	ENSMUSG00000011008.14	ENSMUST00000011152.14	98	1701	2520	1798
Usp21	ENSMUSG00000053483.16	ENSMUST00000111305.8	315	1701	2278	2015
Eif2b4	ENSMUSG00000029145.13	ENSMUST00000202758.4	33	1701	1767	1733
Bco1	ENSMUSG00000031845.17	ENSMUST00000034308.16	178	1701	2338	1878
Zfp704	ENSMUSG00000040209.13	ENSMUST00000041124.13	367	1701	13834	2067
Slc15a5	ENSMUSG00000044378.13	ENSMUST00000171804.4	1	1701	2461	1701
Dcaf10	ENSMUSG00000035572.17	ENSMUST00000155551.8	68	1701	7250	1768
Zfp940	ENSMUSG00000050855.17	ENSMUST00000085792.5	220	1701	2764	1920
Camk2g	ENSMUSG00000021820.19	ENSMUST00000226630.2	2	1698	1937	1699
Srpk3	ENSMUSG00000002007.6	ENSMUST00000002081.6	47	1698	1981	1744
Ces1g	ENSMUSG00000057074.7	ENSMUST00000044602.8	155	1698	2388	1852
Ces1d	ENSMUSG00000056973.7	ENSMUST00000034172.8	120	1698	2004	1817
Slc9b1	ENSMUSG00000050150.17	ENSMUST00000078568.12	532	1698	2248	2229
Ccdc17	ENSMUSG00000034035.19	ENSMUST00000051869.8	58	1698	2003	1755
Foxj2	ENSMUSG00000003154.16	ENSMUST00000177927.4	434	1698	4620	2131
Anapc7	ENSMUSG00000029466.12	ENSMUST00000122010.8	334	1698	2950	2031
Tm7sf3	ENSMUSG00000040234.17	ENSMUST00000037709.16	137	1698	3241	1834
Gpc6	ENSMUSG00000058571.12	ENSMUST00000125435.2	406	1698	2423	2103
Slc3a2	ENSMUSG00000010095.14	ENSMUST00000170157.8	275	1698	2813	1972
Wdr88	ENSMUSG00000118454.2	ENSMUST00000238407.2	143	1698	1944	1840
Rbm31y	ENSMUSG00000095365.4	ENSMUST00000179408.3	28	1698	1955	1725
Aspg	ENSMUSG00000037686.7	ENSMUST00000079400.6	214	1695	2722	1908
Tapt1	ENSMUSG00000046985.12	ENSMUST00000055128.12	20	1695	3513	1714
Dpysl5	ENSMUSG00000029168.15	ENSMUST00000114729.8	444	1695	5191	2138
Eif3l	ENSMUSG00000033047.6	ENSMUST00000040518.6	82	1695	1942	1776
Usp39	ENSMUSG00000056305.5	ENSMUST00000070345.5	36	1695	2244	1730
Dgke	ENSMUSG00000000276.12	ENSMUST00000107894.8	1100	1695	8347	2794
Cdc7	ENSMUSG00000029283.18	ENSMUST00000118261.8	359	1695	3129	2053
Rtkn	ENSMUSG00000034930.17	ENSMUST00000065512.11	138	1695	2191	1832
Puf60	ENSMUSG00000002524.18	ENSMUST00000100527.13	41	1695	1881	1735
Zyx	ENSMUSG00000029860.17	ENSMUST00000164375.4	94	1695	3188	1788
Slc22a21	ENSMUSG00000063652.11	ENSMUST00000076493.11	476	1695	3461	2170
Ccm2l	ENSMUSG00000027474.14	ENSMUST00000238488.2	53	1695	2269	1747
Asb3	ENSMUSG00000020305.14	ENSMUST00000203878.3	28	1695	1813	1722
Zfp426	ENSMUSG00000059475.14	ENSMUST00000169558.8	179	1695	3160	1873
Nepro	ENSMUSG00000036208.14	ENSMUST00000048788.14	63	1695	2866	1757
Nxpe5	ENSMUSG00000047592.18	ENSMUST00000161047.8	453	1695	2379	2147
Grk1	ENSMUSG00000031450.9	ENSMUST00000209909.2	38	1695	7431	1732
Arx	ENSMUSG00000035277.16	ENSMUST00000113947.6	101	1695	2454	1795
Mccc2	ENSMUSG00000021646.10	ENSMUST00000022148.7	126	1692	2123	1817
Ccdc38	ENSMUSG00000036168.16	ENSMUST00000092215.6	193	1692	3656	1884
Ctnnbl1	ENSMUSG00000027649.16	ENSMUST00000029178.7	130	1692	2442	1821
Ces4a	ENSMUSG00000060560.9	ENSMUST00000161289.2	153	1692	2433	1844
Ncln	ENSMUSG00000020238.15	ENSMUST00000020463.14	130	1692	3118	1821
Ces1a	ENSMUSG00000071047.6	ENSMUST00000095211.5	85	1692	1980	1776
Fbxw11	ENSMUSG00000020271.18	ENSMUST00000076383.8	17	1692	4019	1708
Sptlc3	ENSMUSG00000039092.10	ENSMUST00000047370.3	208	1692	2759	1899
Nox1	ENSMUSG00000031257.15	ENSMUST00000033610.13	147	1692	2563	1838
Rufy4	ENSMUSG00000061815.12	ENSMUST00000127134.2	123	1692	1841	1814
Rinl	ENSMUSG00000051735.8	ENSMUST00000209035.2	107	1692	2898	1798
Asic2	ENSMUSG00000020704.14	ENSMUST00000021045.13	857	1692	3436	2548
Coasy	ENSMUSG00000001755.13	ENSMUST00000001806.10	138	1692	2138	1829
Otop2	ENSMUSG00000050201.10	ENSMUST00000055490.9	326	1692	2335	2017
Zfp879	ENSMUSG00000044296.11	ENSMUST00000109134.8	218	1692	2414	1909
Lgsn	ENSMUSG00000050217.14	ENSMUST00000062560.14	51	1692	1937	1742
Cdkn2aip	ENSMUSG00000038069.7	ENSMUST00000212175.2	162	1692	3393	1853
Antxr1	ENSMUSG00000033420.13	ENSMUST00000042025.12	323	1689	5253	2011
Aldh4a1	ENSMUSG00000028737.16	ENSMUST00000039818.10	274	1689	3382	1962
Ak5	ENSMUSG00000039058.12	ENSMUST00000045262.11	502	1689	3323	2190
Ces1e	ENSMUSG00000061959.14	ENSMUST00000034173.14	199	1689	2073	1887
Zfp512	ENSMUSG00000062761.8	ENSMUST00000076264.8	114	1689	3299	1802
Tulp2	ENSMUSG00000023467.19	ENSMUST00000107762.10	48	1689	1883	1736
Ces1h	ENSMUSG00000074156.7	ENSMUST00000145041.4	1	1689	1870	1689
Tpp1	ENSMUSG00000030894.6	ENSMUST00000033184.6	49	1689	3558	1737
Cpeb1	ENSMUSG00000025586.18	ENSMUST00000178892.3	28	1689	1777	1716
Gmeb1	ENSMUSG00000028901.14	ENSMUST00000105965.8	125	1689	4632	1813
Iffo1	ENSMUSG00000038271.18	ENSMUST00000117675.8	7	1689	2833	1695
Gask1a	ENSMUSG00000038233.11	ENSMUST00000215990.3	212	1689	2149	1900
Fbxo33	ENSMUSG00000035329.8	ENSMUST00000043204.8	247	1689	3688	1935
Fam222b	ENSMUSG00000037750.17	ENSMUST00000155571.2	273	1689	3358	1961
Kcnv2	ENSMUSG00000047298.4	ENSMUST00000056708.4	164	1689	5108	1852
Adra1d	ENSMUSG00000027335.10	ENSMUST00000103184.4	116	1689	1899	1804
Zfp579	ENSMUSG00000051550.11	ENSMUST00000108572.2	101	1689	2157	1789
Cct8l1	ENSMUSG00000038044.9	ENSMUST00000045016.9	223	1689	1961	1911
Fam161a	ENSMUSG00000049811.18	ENSMUST00000208732.2	1	1687	2034	1687
Mks1	ENSMUSG00000034121.13	ENSMUST00000038196.7	36	1686	2499	1721
Cbs	ENSMUSG00000024039.16	ENSMUST00000067801.14	281	1686	2533	1966
Tmem209	ENSMUSG00000029782.21	ENSMUST00000115160.10	97	1686	3485	1782
Stpg2	ENSMUSG00000047940.14	ENSMUST00000106239.8	206	1686	2055	1891
Ces1f	ENSMUSG00000031725.9	ENSMUST00000034178.9	48	1686	1926	1733
Ces2f	ENSMUSG00000062826.8	ENSMUST00000076384.6	24	1686	1823	1709
Asns	ENSMUSG00000029752.13	ENSMUST00000115542.8	185	1686	2016	1870
Ces2c	ENSMUSG00000061825.11	ENSMUST00000055052.6	66	1686	1970	1751
C9	ENSMUSG00000022149.19	ENSMUST00000239466.2	30	1686	1757	1715
Tbc1d24	ENSMUSG00000036473.17	ENSMUST00000097376.10	319	1686	7265	2004
Slc1a6	ENSMUSG00000005357.10	ENSMUST00000005490.10	194	1686	2029	1879
Adad2	ENSMUSG00000024266.9	ENSMUST00000098361.4	35	1686	1926	1720
Chst15	ENSMUSG00000030930.15	ENSMUST00000077472.10	862	1686	5041	2547
Prdm14	ENSMUSG00000042414.8	ENSMUST00000047577.7	76	1686	2564	1761
Krt10	ENSMUSG00000019761.11	ENSMUST00000103131.5	33	1686	2094	1718
Zkscan1	ENSMUSG00000029729.13	ENSMUST00000019660.11	236	1686	8261	1921
Gm4779	ENSMUSG00000045010.15	ENSMUST00000147742.9	129	1686	1991	1814
Dmrt2	ENSMUSG00000048138.11	ENSMUST00000053068.7	385	1686	2337	2070
Zfp870	ENSMUSG00000095325.4	ENSMUST00000228075.3	200	1686	5337	1885
Zfp345	ENSMUSG00000074731.4	ENSMUST00000109914.2	110	1686	2734	1795
Tmem151b	ENSMUSG00000096847.3	ENSMUST00000180252.3	279	1686	4839	1964
Cdsn	ENSMUSG00000039518.8	ENSMUST00000044804.8	74	1686	2678	1759
Tmem87a	ENSMUSG00000033808.17	ENSMUST00000090046.12	30	1683	2897	1712
4921504E06Rik	ENSMUSG00000026734.10	ENSMUST00000062060.5	35	1683	2008	1717
Slc38a9	ENSMUSG00000047789.6	ENSMUST00000052514.6	143	1683	8910	1825
Tdrkh	ENSMUSG00000041912.13	ENSMUST00000166032.8	117	1683	5692	1799
Sptlc2	ENSMUSG00000021036.11	ENSMUST00000021424.5	185	1683	6710	1867
Ces2g	ENSMUSG00000031877.10	ENSMUST00000043183.8	71	1683	2859	1753
Arhgef9	ENSMUSG00000025656.18	ENSMUST00000113884.8	395	1683	3784	2077
Fmo4	ENSMUSG00000026692.13	ENSMUST00000111525.8	231	1683	2683	1913
Ric8b	ENSMUSG00000035620.16	ENSMUST00000038523.15	127	1683	3069	1809
Flvcr1	ENSMUSG00000066595.10	ENSMUST00000085635.6	66	1683	4040	1748
Donson	ENSMUSG00000022960.14	ENSMUST00000023682.12	59	1683	2365	1741
Nr5a2	ENSMUSG00000026398.15	ENSMUST00000027649.14	159	1683	4733	1841
Efs	ENSMUSG00000022203.8	ENSMUST00000022813.8	460	1683	2705	2142
Zfp354c	ENSMUSG00000044807.14	ENSMUST00000109135.9	165	1683	5325	1847
Pigz	ENSMUSG00000045625.6	ENSMUST00000052174.3	264	1683	2184	1946
Gk	ENSMUSG00000025059.17	ENSMUST00000113978.9	151	1680	4279	1830
Pak3	ENSMUSG00000031284.17	ENSMUST00000112863.8	510	1680	8657	2189
Rasgef1b	ENSMUSG00000089809.10	ENSMUST00000209346.2	1	1680	3028	1680
Parp2	ENSMUSG00000036023.7	ENSMUST00000036126.7	108	1680	1894	1787
Dnajc11	ENSMUSG00000039768.17	ENSMUST00000062904.11	63	1680	3151	1742
Nars	ENSMUSG00000024587.11	ENSMUST00000237400.2	195	1680	2745	1874
St7l	ENSMUSG00000045576.17	ENSMUST00000059271.13	593	1680	5728	2272
Pdpk1	ENSMUSG00000024122.17	ENSMUST00000102927.10	136	1680	7161	1815
Plat	ENSMUSG00000031538.7	ENSMUST00000033941.7	108	1680	2525	1787
Galnt1	ENSMUSG00000000420.16	ENSMUST00000170243.8	475	1680	4108	2154
Hexdc	ENSMUSG00000039307.17	ENSMUST00000038831.15	464	1680	2378	2143
Ces2e	ENSMUSG00000031886.15	ENSMUST00000109410.4	58	1680	1999	1737
Phactr3	ENSMUSG00000027525.19	ENSMUST00000108915.8	45	1680	2694	1724
Ate1	ENSMUSG00000030850.18	ENSMUST00000216011.2	1	1680	1680	1680
Ecm1	ENSMUSG00000028108.17	ENSMUST00000117507.10	128	1680	1901	1807
Iqschfp	ENSMUSG00000102422.2	ENSMUST00000182006.4	82	1680	2369	1761
Akp3	ENSMUSG00000036500.5	ENSMUST00000044878.4	1	1680	1680	1680
Asic1	ENSMUSG00000023017.11	ENSMUST00000228185.2	139	1680	1818	1818
Podnl1	ENSMUSG00000012889.9	ENSMUST00000093380.5	111	1680	2090	1790
Wasf1	ENSMUSG00000019831.15	ENSMUST00000105509.2	273	1680	2719	1952
Prkaa1	ENSMUSG00000050697.10	ENSMUST00000051186.9	9	1680	4655	1688
Efcc1	ENSMUSG00000068263.12	ENSMUST00000032132.9	1	1680	2729	1680
Nxpe3	ENSMUSG00000075033.5	ENSMUST00000099705.5	534	1680	6436	2213
Zfp84	ENSMUSG00000046185.11	ENSMUST00000032802.5	177	1680	4113	1856
Zfp617	ENSMUSG00000066880.16	ENSMUST00000119003.2	119	1680	2920	1798
