gene_name	gene_id	transcript_id	cds_start	cds_length	tx_length	cds_end
STAMBP	ENSG00000124356.15	ENST00000394070.6	504	1275	6691	1778
NAGK	ENSG00000124357.12	ENST00000613852.4	269	1173	1801	1441
MCEE	ENSG00000124370.10	ENST00000244217.5	19	531	835	549
PAIP2B	ENSG00000124374.8	ENST00000244221.8	168	372	6279	539
SNRNP27	ENSG00000124380.10	ENST00000244227.7	426	468	1802	893
MPHOSPH10	ENSG00000124383.8	ENST00000244230.6	353	2046	2484	2398
IL17C	ENSG00000124391.4	ENST00000244241.4	50	594	1044	643
ATP8A1	ENSG00000124406.16	ENST00000381668.9	233	3495	8270	3727
USP22	ENSG00000124422.11	ENST00000261497.8	205	1578	5220	1782
POF1B	ENSG00000124429.17	ENST00000373145.3	121	1788	1972	1908
HIF3A	ENSG00000124440.15	ENST00000377670.8	32	2010	5852	2041
ZNF576	ENSG00000124444.15	ENST00000336564.4	155	513	2566	667
IRGC	ENSG00000124449.6	ENST00000244314.5	200	1392	1662	1591
ZNF45	ENSG00000124459.11	ENST00000269973.9	1092	2049	3898	3140
LYPD3	ENSG00000124466.8	ENST00000244333.3	90	1041	1694	1130
PSG8	ENSG00000124467.18	ENST00000306511.4	99	1281	1441	1379
CEACAM8	ENSG00000124469.11	ENST00000244336.9	103	1050	2305	1152
NDP	ENSG00000124479.9	ENST00000378062.5	409	402	1833	810
USP9X	ENSG00000124486.12	ENST00000324545.8	634	7713	12401	8346
CRISP2	ENSG00000124490.13	ENST00000339139.4	238	732	1382	969
F13A1	ENSG00000124491.15	ENST00000264870.7	267	2199	3999	2465
GRM4	ENSG00000124493.13	ENST00000538487.6	445	2739	4153	3183
TRERF1	ENSG00000124496.12	ENST00000541110.5	570	3663	7646	4232
PACSIN1	ENSG00000124507.10	ENST00000620693.4	274	1335	4299	1608
BTN2A2	ENSG00000124508.16	ENST00000356709.8	112	1572	3590	1683
SIRT5	ENSG00000124523.15	ENST00000606117.1	297	933	3922	1229
MRS2	ENSG00000124532.14	ENST00000443868.6	140	1341	3980	1480
WRNIP1	ENSG00000124535.15	ENST00000380773.8	210	1998	2670	2207
RRP36	ENSG00000124541.6	ENST00000244496.5	11	780	1159	790
BTN1A1	ENSG00000124557.12	ENST00000244513.10	67	1581	2895	1647
SNRPC	ENSG00000124562.9	ENST00000244520.9	139	480	842	618
SLC17A3	ENSG00000124564.17	ENST00000397060.8	111	1497	2052	1607
SLC17A1	ENSG00000124568.10	ENST00000244527.8	117	1404	1844	1520
SERPINB6	ENSG00000124570.19	ENST00000612421.3	245	1188	1566	1432
XPO5	ENSG00000124571.17	ENST00000265351.11	212	3615	5364	3826
ABCC10	ENSG00000124574.14	ENST00000372530.8	216	4479	5033	4694
HIST1H1D	ENSG00000124575.6	ENST00000244534.6	1	666	666	666
PEX6	ENSG00000124587.13	ENST00000304611.12	71	2943	3478	3013
NQO2	ENSG00000124588.19	ENST00000380455.8	175	696	10084	870
OARD1	ENSG00000124596.16	ENST00000479950.5	315	459	3330	773
UNC5CL	ENSG00000124602.9	ENST00000244565.7	118	1557	3136	1674
AARS2	ENSG00000124608.4	ENST00000244571.4	4	2958	3854	2961
HIST1H1A	ENSG00000124610.4	ENST00000244573.4	1	648	648	648
ZNF391	ENSG00000124613.8	ENST00000244576.8	546	1077	4079	1622
RPS10	ENSG00000124614.15	ENST00000621356.3	232	498	781	729
MOCS1	ENSG00000124615.19	ENST00000373188.6	135	1158	3358	1292
HIST1H2BJ	ENSG00000124635.8	ENST00000607124.1	1	381	950	381
MED20	ENSG00000124641.15	ENST00000265350.8	82	639	2438	720
OR2B6	ENSG00000124657.1	ENST00000244623.1	1	942	942	942
TBCC	ENSG00000124659.6	ENST00000372876.1	24	1041	1616	1064
SPDEF	ENSG00000124664.10	ENST00000374037.7	416	1008	1895	1423
TCP11	ENSG00000124678.17	ENST00000311875.9	419	1551	2166	1969
MAD2L1BP	ENSG00000124688.13	ENST00000451025.6	211	921	1517	1131
APOBEC2	ENSG00000124701.5	ENST00000244669.2	45	675	1151	719
KLHDC3	ENSG00000124702.17	ENST00000326974.8	196	1149	1909	1344
GNMT	ENSG00000124713.5	ENST00000372808.3	11	888	1072	898
DNAH8	ENSG00000124721.17	ENST00000327475.10	110	14124	14360	14233
TREM1	ENSG00000124731.12	ENST00000244709.8	65	705	1690	769
MEA1	ENSG00000124733.4	ENST00000244711.3	156	558	1089	713
KLHL31	ENSG00000124743.5	ENST00000370905.3	142	1905	5743	2046
COL21A1	ENSG00000124749.16	ENST00000244728.9	399	2874	4339	3272
CDKN1A	ENSG00000124762.13	ENST00000405375.5	236	495	2267	730
SOX4	ENSG00000124766.6	ENST00000244745.3	1768	1425	5852	3192
GLO1	ENSG00000124767.6	ENST00000373365.4	88	555	2012	642
CPNE5	ENSG00000124772.11	ENST00000244751.6	626	1782	3897	2407
KCNK17	ENSG00000124780.13	ENST00000373231.8	234	999	1658	1232
RREB1	ENSG00000124782.19	ENST00000379938.6	538	5229	8778	5766
SSR1	ENSG00000124783.13	ENST00000244763.8	88	861	9669	948
RIOK1	ENSG00000124784.8	ENST00000379834.6	508	1707	2810	2214
NRN1	ENSG00000124785.8	ENST00000622188.4	315	507	1795	821
SLC35B3	ENSG00000124786.11	ENST00000379660.4	451	1206	2137	1656
RPP40	ENSG00000124787.13	ENST00000380051.6	46	1092	1483	1137
ATXN1	ENSG00000124788.18	ENST00000244769.8	938	2448	10602	3385
NUP153	ENSG00000124789.11	ENST00000537253.5	448	4521	6030	4968
DEK	ENSG00000124795.15	ENST00000397239.7	449	1128	3427	1576
EEF1E1	ENSG00000124802.11	ENST00000379715.9	58	525	1077	582
CRISP1	ENSG00000124812.14	ENST00000335847.8	103	750	1911	852
RUNX2	ENSG00000124813.21	ENST00000371438.5	359	1566	5698	1924
OPN5	ENSG00000124818.15	ENST00000371211.6	29	1065	1801	1093
GCM2	ENSG00000124827.6	ENST00000379491.4	149	1521	2441	1669
LRRFIP1	ENSG00000124831.18	ENST00000392000.4	118	2427	3365	2544
RAB17	ENSG00000124839.12	ENST00000264601.7	631	639	1966	1269
CXCL6	ENSG00000124875.9	ENST00000226317.9	255	345	1718	599
EREG	ENSG00000124882.3	ENST00000244869.2	167	510	4619	676
MYRF	ENSG00000124920.13	ENST00000278836.9	97	3456	5927	3552
SCGB1D2	ENSG00000124935.3	ENST00000244926.3	99	273	480	371
SCGB2A1	ENSG00000124939.5	ENST00000244930.5	65	288	521	352
AHNAK	ENSG00000124942.13	ENST00000378024.8	276	17673	18787	17948
EMC3	ENSG00000125037.12	ENST00000245046.6	460	786	2777	1245
SSUH2	ENSG00000125046.14	ENST00000544814.5	41	1128	1636	1168
WNT1	ENSG00000125084.11	ENST00000293549.3	37	1113	1185	1149
SH3TC1	ENSG00000125089.16	ENST00000245105.7	68	4011	4226	4078
CNOT1	ENSG00000125107.17	ENST00000317147.9	334	7131	8471	7464
LRRC29	ENSG00000125122.15	ENST00000393992.5	426	672	1468	1097
BBS2	ENSG00000125124.11	ENST00000245157.9	422	2166	2963	2587
MT1G	ENSG00000125144.13	ENST00000379811.3	73	189	405	261
MT2A	ENSG00000125148.6	ENST00000245185.5	458	186	786	643
C16orf70	ENSG00000125149.11	ENST00000219139.7	189	1269	2865	1457
GOT2	ENSG00000125166.12	ENST00000245206.9	130	1293	2462	1422
DOK4	ENSG00000125170.10	ENST00000566936.5	299	1098	2851	1396
PIWIL1	ENSG00000125207.7	ENST00000245255.7	273	2586	3897	2858
GPR18	ENSG00000125245.12	ENST00000340807.3	558	996	1698	1553
CLYBL	ENSG00000125246.15	ENST00000376355.7	28	1023	6771	1050
TMTC4	ENSG00000125247.15	ENST00000342624.9	260	2283	3602	2542
RAP2A	ENSG00000125249.6	ENST00000245304.4	250	552	5487	801
SLC10A2	ENSG00000125255.6	ENST00000245312.4	598	1047	3779	1644
ABCC4	ENSG00000125257.14	ENST00000645237.1	133	3978	5856	4110
EFNB2	ENSG00000125266.7	ENST00000646441.1	699	1002	4995	1700
SOX21	ENSG00000125285.5	ENST00000376945.3	351	831	2778	1181
TM9SF2	ENSG00000125304.9	ENST00000642475.1	1291	1992	3858	3282
C17orf53	ENSG00000125319.14	ENST00000319977.8	238	1944	2725	2181
KIF25	ENSG00000125337.17	ENST00000643607.1	1268	1155	2498	2422
IRF1	ENSG00000125347.13	ENST00000245414.8	260	978	3579	1237
UPF3B	ENSG00000125351.11	ENST00000276201.6	71	1452	2378	1522
RNF113A	ENSG00000125352.5	ENST00000371442.3	215	1032	1353	1246
SEPT6	ENSG00000125354.22	ENST00000343984.5	266	1305	2693	1570
TMEM255A	ENSG00000125355.15	ENST00000309720.9	125	1050	3394	1174
NDUFA1	ENSG00000125356.6	ENST00000371437.4	426	213	766	638
AMELX	ENSG00000125363.14	ENST00000380712.7	69	618	835	686
ATP5S	ENSG00000125375.14	ENST00000311459.11	381	648	10212	1028
BMP4	ENSG00000125378.15	ENST00000245451.8	395	1227	1917	1621
PTGER2	ENSG00000125384.6	ENST00000245457.5	155	1077	2383	1231
FAM193A	ENSG00000125386.15	ENST00000324666.9	352	3798	4846	4149
GRK4	ENSG00000125388.19	ENST00000398052.8	344	1737	2202	2080
SOX9	ENSG00000125398.6	ENST00000245479.2	373	1530	3935	1902
TEKT3	ENSG00000125409.12	ENST00000395930.5	188	1473	1785	1660
MYH2	ENSG00000125414.18	ENST00000245503.9	386	5826	6339	6211
HS3ST3B1	ENSG00000125430.8	ENST00000360954.2	437	1173	5367	1609
SLC25A35	ENSG00000125434.10	ENST00000577745.1	512	903	1860	1414
MRPS7	ENSG00000125445.10	ENST00000245539.10	228	729	1406	956
GGA3	ENSG00000125447.17	ENST00000537686.5	218	2172	4069	2389
ARMC7	ENSG00000125449.6	ENST00000245543.5	303	597	2126	899
NUP85	ENSG00000125450.10	ENST00000245544.8	72	1971	2121	2042
SLC25A19	ENSG00000125454.11	ENST00000402418.7	911	963	2331	1873
MIF4GD	ENSG00000125457.14	ENST00000577542.5	264	792	1531	1055
NT5C	ENSG00000125458.6	ENST00000245552.6	89	606	954	694
MSTO1	ENSG00000125459.15	ENST00000245564.6	25	1713	2431	1737
C1orf61	ENSG00000125462.16	ENST00000368243.5	118	471	879	588
TTF1	ENSG00000125482.12	ENST00000334270.2	41	2718	3052	2758
GTF3C4	ENSG00000125484.11	ENST00000372146.4	565	2469	9043	3033
DDX31	ENSG00000125485.17	ENST00000372159.7	153	2556	4577	2708
BARHL1	ENSG00000125492.9	ENST00000263610.6	614	984	2341	1597
KIR2DL1	ENSG00000125498.19	ENST00000336077.10	41	1047	1596	1087
PPP1R12C	ENSG00000125503.12	ENST00000263433.7	17	2349	2924	2365
MBOAT7	ENSG00000125505.16	ENST00000245615.5	482	1419	2529	1900
SRMS	ENSG00000125508.3	ENST00000217188.1	42	1467	1516	1508
OPRL1	ENSG00000125510.15	ENST00000349451.3	413	1113	3369	1525
SLC2A4RG	ENSG00000125520.13	ENST00000266077.4	53	1164	1731	1216
NPBWR2	ENSG00000125522.3	ENST00000369768.1	341	1002	1352	1342
FNDC11	ENSG00000125531.6	ENST00000615526.1	1950	957	2954	2906
BHLHE23	ENSG00000125533.5	ENST00000612929.1	262	726	1109	987
PPDPF	ENSG00000125534.9	ENST00000370179.7	197	345	868	541
IL1B	ENSG00000125538.11	ENST00000263341.6	212	810	1631	1021
PLGLB2	ENSG00000125551.18	ENST00000359481.8	68	291	1173	358
IL37	ENSG00000125571.9	ENST00000263326.7	43	657	772	699
CHCHD5	ENSG00000125611.15	ENST00000324913.9	208	333	691	540
PAX8	ENSG00000125618.16	ENST00000263334.9	264	1353	4152	1616
INSIG2	ENSG00000125629.14	ENST00000245787.8	207	678	2590	884
POLR1B	ENSG00000125630.15	ENST00000541869.5	117	3522	5059	3638
CCDC93	ENSG00000125633.10	ENST00000376300.6	139	1896	6899	2034
PSD4	ENSG00000125637.15	ENST00000245796.10	196	3171	5188	3366
SLC25A23	ENSG00000125648.14	ENST00000301454.8	108	1407	3425	1514
PSPN	ENSG00000125650.4	ENST00000245810.1	1	471	471	471
GTF2F1	ENSG00000125651.13	ENST00000394456.9	466	1554	2731	2019
ALKBH7	ENSG00000125652.7	ENST00000245812.7	389	666	1332	1054
CLPP	ENSG00000125656.9	ENST00000245816.9	124	834	1157	957
TNFSF9	ENSG00000125657.4	ENST00000245817.4	39	765	1665	803
GRIA3	ENSG00000125675.17	ENST00000622768.4	294	2685	5173	2978
THOC2	ENSG00000125676.19	ENST00000245838.12	33	4782	5609	4814
MED1	ENSG00000125686.11	ENST00000300651.10	225	4746	5844	4970
RPL23	ENSG00000125691.12	ENST00000479035.6	134	423	2821	556
ATG4C	ENSG00000125703.14	ENST00000317868.8	208	1377	2938	1584
CD70	ENSG00000125726.10	ENST00000423145.7	138	627	881	764
C3	ENSG00000125730.16	ENST00000245907.10	94	4992	5263	5085
SH2D3A	ENSG00000125731.12	ENST00000245908.10	271	1731	2296	2001
TRIP10	ENSG00000125733.17	ENST00000313244.13	36	1806	2153	1841
GPR108	ENSG00000125734.15	ENST00000264080.11	28	1632	2057	1659
TNFSF14	ENSG00000125735.10	ENST00000599359.1	383	723	1476	1105
FOSB	ENSG00000125740.13	ENST00000353609.7	593	1017	3775	1609
OPA3	ENSG00000125741.4	ENST00000323060.3	79	543	2250	621
SNRPD2	ENSG00000125743.10	ENST00000342669.7	446	357	901	802
RTN2	ENSG00000125744.11	ENST00000245923.8	237	1638	2293	1874
EML2	ENSG00000125746.16	ENST00000587152.5	186	2553	2763	2738
VASP	ENSG00000125753.13	ENST00000245932.10	357	1143	2305	1499
SYMPK	ENSG00000125755.18	ENST00000245934.11	246	3825	4195	4070
GPCPD1	ENSG00000125772.12	ENST00000379019.5	214	2019	5489	2232
SDCBP2	ENSG00000125775.14	ENST00000381812.5	140	879	1550	1018
PANK2	ENSG00000125779.22	ENST00000316562.8	7	1713	2280	1719
TGM3	ENSG00000125780.11	ENST00000381458.5	64	2082	2642	2145
GNRH2	ENSG00000125787.11	ENST00000245983.6	52	363	425	414
DEFB126	ENSG00000125788.5	ENST00000382398.3	261	336	655	596
FOXA2	ENSG00000125798.14	ENST00000419308.6	186	1392	2422	1577
CD93	ENSG00000125810.9	ENST00000246006.4	149	1959	6708	2107
GZF1	ENSG00000125812.15	ENST00000338121.9	78	2136	4835	2213
PAX1	ENSG00000125813.13	ENST00000398485.6	55	1605	2838	1659
NAPB	ENSG00000125814.17	ENST00000617876.4	118	909	3883	1026
CST8	ENSG00000125815.8	ENST00000246012.1	358	429	890	786
NKX2-4	ENSG00000125816.4	ENST00000351817.4	630	1065	2238	1694
CENPB	ENSG00000125817.7	ENST00000379751.4	208	1800	2840	2007
PSMF1	ENSG00000125818.17	ENST00000335877.10	177	816	4290	992
NKX2-2	ENSG00000125820.5	ENST00000377142.4	358	822	2092	1179
DTD1	ENSG00000125821.12	ENST00000377452.3	181	630	1387	810
CSTL1	ENSG00000125823.12	ENST00000347397.5	247	438	736	684
RBCK1	ENSG00000125826.20	ENST00000356286.9	706	1533	2774	2238
TMX4	ENSG00000125827.8	ENST00000246024.6	217	1050	6169	1266
CST11	ENSG00000125831.9	ENST00000377009.7	35	417	554	451
STK35	ENSG00000125834.12	ENST00000381482.7	272	1605	6685	1876
SNRPB	ENSG00000125835.18	ENST00000438552.6	164	723	1008	886
NRSN2	ENSG00000125841.12	ENST00000382291.7	241	615	2088	855
AP5S1	ENSG00000125843.10	ENST00000615891.1	220	603	5362	822
RRBP1	ENSG00000125844.15	ENST00000377807.6	355	2934	3792	3288
BMP2	ENSG00000125845.6	ENST00000378827.4	1220	1191	3601	2410
ZNF133	ENSG00000125846.15	ENST00000535822.5	160	2004	2341	2163
FLRT3	ENSG00000125848.9	ENST00000378053.3	258	1950	4776	2207
OVOL2	ENSG00000125850.10	ENST00000278780.6	244	828	1555	1071
PCSK2	ENSG00000125851.9	ENST00000262545.6	316	1917	4740	2232
GFRA4	ENSG00000125861.14	ENST00000319242.7	1	900	900	900
MKKS	ENSG00000125863.19	ENST00000347364.7	764	1713	6714	2476
BFSP1	ENSG00000125864.13	ENST00000377873.7	41	1998	2207	2038
DSTN	ENSG00000125868.15	ENST00000246069.11	347	498	3617	844
LAMP5	ENSG00000125869.9	ENST00000246070.2	493	843	2039	1335
SNRPB2	ENSG00000125870.10	ENST00000246071.7	217	678	2452	894
MGME1	ENSG00000125871.13	ENST00000377710.9	289	1035	2336	1323
LRRN4	ENSG00000125872.7	ENST00000378858.4	226	2223	2692	2448
TBC1D20	ENSG00000125875.13	ENST00000354200.4	149	1212	4466	1360
ITPA	ENSG00000125877.12	ENST00000380113.7	193	585	1185	777
TCF15	ENSG00000125878.6	ENST00000246080.3	162	600	1555	761
OTOR	ENSG00000125879.4	ENST00000246081.2	45	387	1477	431
MCM8	ENSG00000125885.13	ENST00000378886.6	378	2643	3835	3020
BANF2	ENSG00000125888.14	ENST00000545418.2	18	294	360	311
TMEM74B	ENSG00000125895.5	ENST00000381894.3	673	771	1730	1443
FAM110A	ENSG00000125898.12	ENST00000304189.6	382	888	1856	1269
SIRPD	ENSG00000125900.12	ENST00000381623.3	1191	594	1958	1784
MRPS26	ENSG00000125901.5	ENST00000380325.3	125	618	1127	742
DEFB129	ENSG00000125903.4	ENST00000246105.4	32	552	698	583
S1PR4	ENSG00000125910.5	ENST00000246115.4	26	1155	1565	1180
NCLN	ENSG00000125912.10	ENST00000246117.8	432	1692	4005	2123
CITED1	ENSG00000125931.10	ENST00000453707.6	254	660	998	913
HNRNPR	ENSG00000125944.19	ENST00000374616.7	110	1911	2691	2020
ZNF436	ENSG00000125945.14	ENST00000314011.8	138	1413	4071	1550
MAX	ENSG00000125952.18	ENST00000358664.8	132	483	1546	614
ARMCX5	ENSG00000125962.14	ENST00000604957.1	2623	1677	4640	4299
GDF5	ENSG00000125965.8	ENST00000374372.1	505	1506	2572	2010
MMP24	ENSG00000125966.9	ENST00000246186.7	86	1938	4414	2023
NECAB3	ENSG00000125967.16	ENST00000246190.10	57	1191	1989	1247
ID1	ENSG00000125968.8	ENST00000376112.3	106	468	994	573
RALY	ENSG00000125970.11	ENST00000246194.7	503	921	1789	1423
DYNLRB1	ENSG00000125971.16	ENST00000357156.6	51	291	675	341
C20orf173	ENSG00000125975.13	ENST00000444723.2	146	609	1059	754
EIF2S2	ENSG00000125977.6	ENST00000374980.2	223	1002	2656	1224
ERGIC3	ENSG00000125991.19	ENST00000357394.8	61	1167	1357	1227
ROMO1	ENSG00000125995.15	ENST00000374078.5	181	240	498	420
FAM83C	ENSG00000125998.7	ENST00000374408.3	98	2244	3145	2341
BPIFB1	ENSG00000125999.10	ENST00000253354.1	162	1455	1727	1616
CEP250	ENSG00000126001.15	ENST00000397527.5	721	7329	15703	8049
PLAGL2	ENSG00000126003.6	ENST00000246229.4	266	1491	5705	1756
GRPR	ENSG00000126010.5	ENST00000380289.2	399	1155	1929	1553
KDM5C	ENSG00000126012.11	ENST00000375401.7	534	4683	6031	5216
AMOT	ENSG00000126016.15	ENST00000371959.7	1	3255	7319	3255
TMEM115	ENSG00000126062.3	ENST00000266025.3	548	1056	2197	1603
PSMB2	ENSG00000126067.11	ENST00000373237.3	413	606	2701	1018
AGO3	ENSG00000126070.19	ENST00000373191.8	350	2583	19687	2932
UROD	ENSG00000126088.13	ENST00000246337.8	120	1104	1300	1223
ST3GAL3	ENSG00000126091.20	ENST00000262915.8	169	1335	2412	1503
TMEM53	ENSG00000126106.13	ENST00000372237.7	165	834	2310	998
HECTD3	ENSG00000126107.14	ENST00000372172.4	73	2586	3610	2658
KLC1	ENSG00000126214.21	ENST00000452929.6	256	1857	2453	2112
XRCC3	ENSG00000126215.13	ENST00000553264.5	798	1041	3018	1838
TUBGCP3	ENSG00000126216.14	ENST00000261965.7	188	2724	3899	2911
MCF2L	ENSG00000126217.20	ENST00000535094.6	160	3378	3752	3537
F10	ENSG00000126218.11	ENST00000375559.7	39	1467	1517	1505
PCID2	ENSG00000126226.21	ENST00000622406.4	82	1362	1937	1443
PROZ	ENSG00000126231.13	ENST00000342783.4	8	1269	1551	1276
SLURP1	ENSG00000126233.1	ENST00000246515.1	27	312	537	338
LRFN3	ENSG00000126243.8	ENST00000588831.5	1055	1887	3689	2941
IGFLR1	ENSG00000126246.9	ENST00000246532.5	99	1068	1645	1166
CAPNS1	ENSG00000126247.10	ENST00000246533.7	599	807	1918	1405
PDCD2L	ENSG00000126249.7	ENST00000246535.3	48	1077	1171	1124
RBM42	ENSG00000126254.11	ENST00000262633.8	106	1443	1680	1548
KIRREL2	ENSG00000126259.19	ENST00000360202.9	199	2127	2942	2325
UBA2	ENSG00000126261.12	ENST00000246548.8	71	1923	4023	1993
FFAR2	ENSG00000126262.4	ENST00000599180.2	81	993	2133	1073
HCST	ENSG00000126264.9	ENST00000246551.8	115	282	613	396
FFAR1	ENSG00000126266.3	ENST00000246553.3	1	903	2311	903
COX6B1	ENSG00000126267.9	ENST00000246554.7	193	261	667	453
KRT36	ENSG00000126337.13	ENST00000328119.10	1	1404	1644	1404
THRA	ENSG00000126351.12	ENST00000264637.8	581	1473	2538	2053
CCR7	ENSG00000126353.3	ENST00000246657.2	64	1137	2173	1200
NR1D1	ENSG00000126368.5	ENST00000246672.3	632	1845	2772	2476
FRMD8	ENSG00000126391.13	ENST00000317568.9	164	1395	3723	1558
PRDX5	ENSG00000126432.13	ENST00000265462.8	129	645	893	773
BCL2L12	ENSG00000126453.9	ENST00000616144.4	683	1005	1854	1687
IRF3	ENSG00000126456.15	ENST00000601291.5	181	1359	1556	1539
PRMT1	ENSG00000126457.21	ENST00000454376.6	10	1116	1327	1125
RRAS	ENSG00000126458.3	ENST00000246792.3	104	657	1044	760
PRRG2	ENSG00000126460.10	ENST00000246794.9	170	609	1404	778
SCAF1	ENSG00000126461.14	ENST00000360565.7	125	3939	4306	4063
PRR12	ENSG00000126464.13	ENST00000418929.6	13	6111	6955	6123
TSKS	ENSG00000126467.10	ENST00000246801.7	84	1779	1883	1862
FLRT1	ENSG00000126500.3	ENST00000246841.3	1044	2025	3949	3068
ASL	ENSG00000126522.16	ENST00000304874.13	103	1395	2143	1497
SBDS	ENSG00000126524.9	ENST00000246868.6	185	753	1631	937
CSN1S1	ENSG00000126545.13	ENST00000246891.8	50	558	985	607
STATH	ENSG00000126549.9	ENST00000615994.4	111	189	598	299
HTN1	ENSG00000126550.8	ENST00000511674.5	72	174	623	245
STAT5A	ENSG00000126561.16	ENST00000345506.8	643	2385	4301	3027
WNK4	ENSG00000126562.16	ENST00000246914.9	22	3732	4001	3753
BECN1	ENSG00000126581.12	ENST00000361523.8	134	1353	2112	1486
PRKCG	ENSG00000126583.10	ENST00000263431.3	283	2094	3133	2376
TRAP1	ENSG00000126602.10	ENST00000246957.9	90	2115	2296	2204
GLIS2	ENSG00000126603.8	ENST00000262366.7	822	1575	4469	2396
NSRP1	ENSG00000126653.17	ENST00000247026.9	64	1677	2541	1740
DNAJC8	ENSG00000126698.10	ENST00000263697.5	28	762	1759	789
AHDC1	ENSG00000126705.14	ENST00000374011.6	970	4812	6438	5781
IFI6	ENSG00000126709.14	ENST00000339145.8	89	417	822	505
DACH2	ENSG00000126733.20	ENST00000373125.8	1	1800	2232	1800
ZNF384	ENSG00000126746.17	ENST00000396801.7	209	1734	3008	1942
EMG1	ENSG00000126749.15	ENST00000599672.5	32	735	4898	766
SSX1	ENSG00000126752.7	ENST00000376919.3	137	567	1298	703
UXT	ENSG00000126756.11	ENST00000335890.2	155	510	701	664
CFP	ENSG00000126759.13	ENST00000247153.7	243	1410	1713	1652
ELK1	ENSG00000126767.17	ENST00000247161.7	101	1287	2695	1387
TIMM17B	ENSG00000126768.12	ENST00000396779.7	150	669	1099	818
PCNX4	ENSG00000126773.12	ENST00000406854.5	555	3519	4666	4073
ATG14	ENSG00000126775.8	ENST00000247178.5	37	1479	4742	1515
KTN1	ENSG00000126777.17	ENST00000395314.7	69	4074	4618	4142
SIX1	ENSG00000126778.9	ENST00000247182.6	274	855	3996	1128
RHOJ	ENSG00000126785.12	ENST00000316754.7	463	645	3302	1107
DLGAP5	ENSG00000126787.12	ENST00000247191.6	218	2541	2973	2758
L3HYPDH	ENSG00000126790.11	ENST00000247194.8	115	1065	1527	1179
HSPA2	ENSG00000126803.9	ENST00000394709.2	77	1920	5400	1996
ZBTB1	ENSG00000126804.13	ENST00000554015.5	432	2142	2825	2573
TRMT5	ENSG00000126814.6	ENST00000261249.6	386	1530	5573	1915
SGPP1	ENSG00000126821.7	ENST00000247225.6	96	1326	3312	1421
PLEKHG3	ENSG00000126822.16	ENST00000247226.12	148	3660	10351	3807
PZP	ENSG00000126838.9	ENST00000261336.6	30	4449	4610	4478
PRDM7	ENSG00000126856.14	ENST00000643008.1	21	1479	3220	1499
RHOT1	ENSG00000126858.17	ENST00000358365.7	228	2076	3297	2303
EVI2A	ENSG00000126860.11	ENST00000247270.3	338	780	1860	1117
OMG	ENSG00000126861.4	ENST00000247271.4	263	1323	1947	1585
WDR60	ENSG00000126870.15	ENST00000407559.7	159	3201	3769	3359
AIF1L	ENSG00000126878.12	ENST00000372309.7	155	531	3515	685
FAM78A	ENSG00000126882.12	ENST00000372271.3	369	852	3966	1220
NUP214	ENSG00000126883.16	ENST00000359428.9	145	6273	7600	6417
CTAG2	ENSG00000126890.13	ENST00000247306.4	65	633	993	697
AVPR2	ENSG00000126895.14	ENST00000646375.1	231	1116	1784	1346
SLC10A3	ENSG00000126903.15	ENST00000263512.5	527	1434	2161	1960
MAP2K2	ENSG00000126934.13	ENST00000262948.9	255	1203	1734	1457
HNRNPH2	ENSG00000126945.8	ENST00000316594.5	79	1350	2223	1428
ARMCX1	ENSG00000126947.12	ENST00000372829.7	372	1362	2141	1733
TMEM35A	ENSG00000126950.7	ENST00000372930.4	284	504	2195	787
NXF5	ENSG00000126952.16	ENST00000473265.2	182	1098	1348	1279
TIMM8A	ENSG00000126953.6	ENST00000372902.3	533	294	1664	826
ZC4H2	ENSG00000126970.15	ENST00000374839.7	108	675	2184	782
CANX	ENSG00000127022.14	ENST00000247461.8	201	1779	4260	1979
INTS11	ENSG00000127054.20	ENST00000540437.5	535	1821	2629	2355
RGS13	ENSG00000127074.14	ENST00000543215.5	256	480	1518	735
IPPK	ENSG00000127080.9	ENST00000287996.7	278	1476	4401	1753
ZNF484	ENSG00000127081.13	ENST00000395505.6	199	2565	3960	2763
OMD	ENSG00000127083.7	ENST00000375550.4	277	1266	2449	1542
FGD3	ENSG00000127084.18	ENST00000375482.7	497	2178	3321	2674
HIVEP3	ENSG00000127124.15	ENST00000372583.5	887	7221	12193	8107
PPCS	ENSG00000127125.8	ENST00000372561.3	8	936	1431	943
EDN2	ENSG00000127129.9	ENST00000372587.4	71	537	1241	607
BCL11B	ENSG00000127152.17	ENST00000357195.7	11	2685	7559	2695
COX7C	ENSG00000127184.12	ENST00000509578.1	101	192	1584	292
TRAF2	ENSG00000127191.17	ENST00000247668.6	53	1506	2264	1558
ABHD8	ENSG00000127220.5	ENST00000247706.3	241	1320	2090	1560
MASP1	ENSG00000127241.16	ENST00000296280.10	227	2187	4015	2413
ATP13A4	ENSG00000127249.14	ENST00000342695.8	324	3591	4208	3914
HRASLS	ENSG00000127252.5	ENST00000264735.2	95	822	1066	916
HELB	ENSG00000127311.9	ENST00000247815.8	60	3264	12866	3323
RAP1B	ENSG00000127314.17	ENST00000250559.13	232	555	13438	786
IL22	ENSG00000127318.11	ENST00000538666.6	69	540	1165	608
TSPAN8	ENSG00000127324.8	ENST00000393330.6	554	714	1516	1267
BEST3	ENSG00000127325.18	ENST00000330891.9	228	2007	3532	2234
RAB3IP	ENSG00000127328.21	ENST00000550536.5	458	1431	9646	1888
